Employee_ID,Gender,Job_Level_after_FY20_promotions,New_hire_FY20,FY20_Performance_Rating,Promotion_in_FY21,In_base_group_for_Promotion_FY21,Target_hire_balance,FY20_leaver,In_base_group_for_turnover_FY20,Department_01_07_2020,Leaver_FY,Job_Level_after_FY21_promotions,Last_Department_in_FY20,FTE_group,Time_type,Department_and_JL_group_PRA_status,Department_and_JL_group_for_PRA,Job_Level_group_PRA_status,Job_Level_group_for_PRA,Time_in_Job_Level_01_07_2020,Job_Level_before_FY20_promotions,Promotion_in_FY20,FY19_Performance_Rating,Age_group,Age_01_07_2020,Nationality_1,Region group: nationality 1,Broad region group: nationality 1,Last_hire_date,Years_sinc_ last_hire,Rand
278,Male,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,3 - Senior Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,3 - Senior Manager & Sales & Marketing,Uneven - Men benefit,3 - Senior Manager,4,3 - Senior Manager,N,3,30 to 39,39,Switzerland,Switzerland,Switzerland,01-04-2016,4,0.955534602
279,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,4,6 - Junior Officer,N,3,20 to 29,24,Switzerland,Switzerland,Switzerland,01-04-2016,4,0.733547612
280,Male,1 - Executive,Y,,No,No,0.50,No,N,Internal Services,,1 - Executive,Internal Services,Full Time,Full Time,,,,,0,,N,,30 to 39,38,France,Europe,Europe,01-04-2020,0,0.590191913
281,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,24,Italy,Europe,Europe,01-04-2017,3,0.15272761
282,Male,2 - Director,N,2,No,Yes,0.50,No,Y,Internal Services,,2 - Director,Internal Services,Full Time,Full Time,Inconclusive,2 - Director & Internal Services,Uneven - Men benefit,2 - Director,3,2 - Director,N,3,40 to 49,44,France,Europe,Europe,01-04-2011,9,0.967083242
283,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,25,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.561440613
284,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,21,France,Europe,Europe,01-04-2017,3,0.974969856
285,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,22,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.526157807
286,Male,4 - Manager,N,3,No,Yes,0.50,No,Y,Operations,,4 - Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,1,5 - Senior Officer,Y,2,30 to 39,30,Germany,Europe,Europe,01-04-2018,2,0.764922512
287,Female,6 - Junior Officer,Y,,No,No,0.50,No,N,Internal Services,,6 - Junior Officer,Internal Services,70%,Part Time,Even,6 - Junior Officer & Internal Services,Even,6 - Junior Officer,0,,N,,20 to 29,22,France,Europe,Europe,01-04-2020,0,0.224503015
288,Male,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,3,5 - Senior Officer,N,2,20 to 29,25,Germany,Europe,Europe,01-04-2016,4,0.787164671
289,Female,5 - Senior Officer,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,3,5 - Senior Officer,N,2,30 to 39,33,Italy,Europe,Europe,01-04-2016,4,0.32170134
290,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,2,20 to 29,26,France,Europe,Europe,01-04-2018,2,0.844217079
291,Female,4 - Manager,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,4 - Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,4 - Manager & Sales & Marketing,Even,4 - Manager,3,4 - Manager,N,3,30 to 39,38,Denmark,Europe,Europe,01-04-2014,6,0.197659639
292,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,22,France,Europe,Europe,01-04-2018,2,0.157056258
293,Female,6 - Junior Officer,N,2,Yes,Yes,0.50,No,Y,Internal Services,,5 - Senior Officer,Internal Services,60%,Part Time,Even,6 - Junior Officer & Internal Services,Even,6 - Junior Officer,2,6 - Junior Officer,N,2,30 to 39,33,France,Europe,Europe,01-04-2018,2,0.228787744
294,Female,4 - Manager,Y,,No,No,0.50,No,N,Operations,,4 - Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,0,,N,,30 to 39,34,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.224852104
295,Female,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,3,5 - Senior Officer,N,3,20 to 29,28,Switzerland,Switzerland,Switzerland,01-04-2012,8,0.193649329
296,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,25,Netherlands,Europe,Europe,01-04-2018,2,0.274159464
297,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,24,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.203557731
298,Female,3 - Senior Manager,N,4,No,Yes,0.50,No,Y,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,2,3 - Senior Manager,N,3,40 to 49,41,Switzerland,Switzerland,Switzerland,01-04-2011,9,0.690885316
299,Male,6 - Junior Officer,N,3,Yes,Yes,0.50,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,24,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.356062865
300,Male,4 - Manager,N,3,No,Yes,0.50,No,Y,Operations,,4 - Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,2,4 - Manager,N,3,30 to 39,32,France,Europe,Europe,01-04-2016,4,0.503121786
301,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,25,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.205285443
302,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Internal Services,,6 - Junior Officer,Internal Services,Full Time,Full Time,Even,6 - Junior Officer & Internal Services,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,26,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.142046485
303,Male,4 - Manager,Y,,No,No,0.50,No,N,Operations,,4 - Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,0,,N,,30 to 39,34,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.808682138
304,Female,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,4,3 - Senior Manager,N,3,50 to 59,50,Austria,Europe,Europe,01-04-2012,8,0.661905135
305,Male,6 - Junior Officer,N,2,Yes,Yes,0.50,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,28,Italy,Europe,Europe,01-04-2018,2,0.123707479
306,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,1,6 - Junior Officer,N,,20 to 29,26,Switzerland,Switzerland,Switzerland,01-04-2019,1,0.053072517
307,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,1,6 - Junior Officer,N,,20 to 29,25,Switzerland,Switzerland,Switzerland,01-04-2019,1,0.908733574
308,Female,5 - Senior Officer,Y,,No,No,0.50,No,N,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,0,,N,,30 to 39,30,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.305924563
309,Male,4 - Manager,N,3,No,No,0.50,Yes,Y,Sales & Marketing,FY20,,Sales & Marketing,Full Time,Full Time,,,,,3,4 - Manager,N,4,40 to 49,46,Switzerland,Switzerland,Switzerland,01-04-2013,7,0.195977937
310,Female,4 - Manager,Y,,No,No,0.50,No,N,Operations,,4 - Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,0,,N,,30 to 39,37,Germany,Europe,Europe,01-04-2020,0,0.456801469
311,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,4,20 to 29,22,Italy,Europe,Europe,01-04-2017,3,0.104630184
312,Female,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,4,5 - Senior Officer,N,3,30 to 39,34,Germany,Europe,Europe,01-04-2012,8,0.081838324
313,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,22,France,Europe,Europe,01-04-2018,2,0.299839748
314,Female,6 - Junior Officer,Y,,No,No,0.50,No,N,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,0,,N,,20 to 29,24,France,Europe,Europe,01-04-2020,0,0.636811541
315,Female,6 - Junior Officer,Y,,No,No,0.50,No,N,Operations,,6 - Junior Officer,Operations,70%,Part Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,0,,N,,20 to 29,26,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.763657069
316,Male,1 - Executive,N,,No,No,0.50,No,Y,Operations,,1 - Executive,Operations,Full Time,Full Time,,,,,1,2 - Director,Y,2,40 to 49,48,France,Europe,Europe,01-04-2013,7,0.432732414
317,Female,6 - Junior Officer,N,1,Yes,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,5,6 - Junior Officer,N,3,20 to 29,28,Switzerland,Switzerland,Switzerland,01-04-2015,5,0.635871739
318,Female,3 - Senior Manager,Y,,No,No,0.50,No,N,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,0,,N,,40 to 49,43,Germany,Europe,Europe,01-04-2020,0,0.43375461
319,Male,6 - Junior Officer,N,1,Yes,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,2,20 to 29,27,Germany,Europe,Europe,01-04-2018,2,0.368935533
320,Female,5 - Senior Officer,Y,,No,No,0.50,No,N,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,0,,N,,30 to 39,31,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.808122995
321,Male,3 - Senior Manager,N,3,No,Yes,0.50,No,Y,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,3,3 - Senior Manager,N,3,30 to 39,38,Switzerland,Switzerland,Switzerland,01-04-2011,9,0.43084264
322,Female,3 - Senior Manager,N,3,No,Yes,0.50,No,Y,Internal Services,,3 - Senior Manager,Internal Services,Full Time,Full Time,Uneven - Men benefit,3 - Senior Manager & Internal Services,Uneven - Men benefit,3 - Senior Manager,3,3 - Senior Manager,N,3,40 to 49,43,Switzerland,Switzerland,Switzerland,01-04-2016,4,0.11633109
323,Male,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,3,5 - Senior Officer,N,,20 to 29,24,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.621707427
324,Male,3 - Senior Manager,N,2,Yes,Yes,0.50,No,Y,Internal Services,,2 - Director,Internal Services,Full Time,Full Time,Uneven - Men benefit,3 - Senior Manager & Internal Services,Uneven - Men benefit,3 - Senior Manager,1,4 - Manager,Y,1,30 to 39,35,Switzerland,Switzerland,Switzerland,01-04-2013,7,0.859501934
325,Female,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,60%,Part Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,2,5 - Senior Officer,N,4,30 to 39,30,Switzerland,Switzerland,Switzerland,01-04-2016,4,0.720269948
326,Male,2 - Director,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,2 - Director,Sales & Marketing,Full Time,Full Time,Inconclusive,2 - Director & Sales & Marketing,Uneven - Men benefit,2 - Director,3,2 - Director,N,3,30 to 39,37,France,Europe,Europe,01-04-2015,5,0.689427023
327,Male,4 - Manager,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,4 - Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,4 - Manager & Sales & Marketing,Even,4 - Manager,1,5 - Senior Officer,Y,1,40 to 49,40,Switzerland,Switzerland,Switzerland,01-04-2014,6,0.331437383
328,Female,5 - Senior Officer,N,3,No,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,3,5 - Senior Officer,N,2,30 to 39,30,Germany,Europe,Europe,01-04-2014,6,0.536880396
329,Female,4 - Manager,N,,No,No,0.50,Yes,Y,Sales & Marketing,FY20,,Sales & Marketing,Full Time,Full Time,,,,,2,4 - Manager,N,2,40 to 49,45,Italy,Europe,Europe,01-04-2013,7,0.429610984
330,Female,4 - Manager,N,3,No,No,0.50,Yes,Y,Operations,FY20,,Operations,90%,Part Time,,,,,3,4 - Manager,N,3,50 to 59,51,Switzerland,Switzerland,Switzerland,01-04-2015,5,0.950289553
331,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,24,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.06320378
332,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,21,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.176666645
333,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,1,6 - Junior Officer,N,,20 to 29,26,Switzerland,Switzerland,Switzerland,01-04-2019,1,0.035068783
334,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Internal Services,,6 - Junior Officer,Internal Services,Full Time,Full Time,Even,6 - Junior Officer & Internal Services,Even,6 - Junior Officer,2,6 - Junior Officer,N,4,16 to 19,19,Germany,Europe,Europe,01-04-2018,2,0.088453043
335,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,22,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.589469072
336,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,21,France,Europe,Europe,01-04-2017,3,0.528047942
337,Male,2 - Director,N,2,No,Yes,0.50,No,Y,Strategy,,2 - Director,Strategy,Full Time,Full Time,Inconclusive,2 - Director & Strategy,Uneven - Men benefit,2 - Director,4,2 - Director,N,,40 to 49,43,Switzerland,Switzerland,Switzerland,01-04-2016,4,0.533967546
338,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,26,France,Europe,Europe,01-04-2018,2,0.790522493
339,Female,4 - Manager,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,4 - Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,4 - Manager & Sales & Marketing,Even,4 - Manager,3,4 - Manager,N,3,30 to 39,35,Switzerland,Switzerland,Switzerland,01-04-2016,4,0.768340529
340,Male,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Internal Services,,5 - Senior Officer,Internal Services,Full Time,Full Time,Even,5 - Senior Officer & Internal Services,Even,5 - Senior Officer,2,5 - Senior Officer,N,2,20 to 29,25,France,Europe,Europe,01-04-2014,6,0.106826773
341,Female,6 - Junior Officer,Y,,No,No,0.50,No,N,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,0,,N,,20 to 29,26,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.732826738
342,Female,4 - Manager,N,3,No,Yes,0.50,No,Y,Finance,,4 - Manager,Finance,90%,Part Time,Inconclusive,4 - Manager & Finance,Even,4 - Manager,3,4 - Manager,N,3,30 to 39,36,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.069008078
343,Female,1 - Executive,N,,No,No,0.50,No,Y,HR,,1 - Executive,HR,Full Time,Full Time,,,,,2,1 - Executive,N,2,40 to 49,47,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.912097653
344,Male,5 - Senior Officer,N,2,Yes,Yes,0.50,No,Y,Operations,,4 - Manager,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,1,5 - Senior Officer,N,,30 to 39,35,Germany,Europe,Europe,01-04-2019,1,0.201578748
345,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,22,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.93828361
346,Male,4 - Manager,N,3,No,Yes,0.50,No,Y,Internal Services,,4 - Manager,Internal Services,Full Time,Full Time,Even,4 - Manager & Internal Services,Even,4 - Manager,2,4 - Manager,N,3,30 to 39,32,Malaysia,Asia Pacific,Elsewhere,01-04-2013,7,0.623170207
347,Male,3 - Senior Manager,N,3,No,Yes,0.50,No,Y,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,3,3 - Senior Manager,N,3,40 to 49,48,Switzerland,Switzerland,Switzerland,01-04-2014,6,0.328644179
348,Male,5 - Senior Officer,N,3,No,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,4,5 - Senior Officer,N,3,20 to 29,25,United Kingdom,Europe,Europe,01-04-2016,4,0.750995707
349,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,22,Germany,Europe,Europe,01-04-2017,3,0.398068752
350,Male,6 - Junior Officer,N,3,No,No,0.50,Yes,Y,Operations,FY20,,Operations,Full Time,Full Time,,,,,2,6 - Junior Officer,N,2,20 to 29,27,Germany,Europe,Europe,01-04-2018,2,0.442351823
351,Male,4 - Manager,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,4 - Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,4 - Manager & Sales & Marketing,Even,4 - Manager,4,4 - Manager,N,2,30 to 39,36,Germany,Europe,Europe,01-04-2016,4,0.146536317
352,Male,6 - Junior Officer,N,2,Yes,Yes,0.50,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,1,6 - Junior Officer,N,,20 to 29,29,Switzerland,Switzerland,Switzerland,01-04-2019,1,0.94475635
353,Female,5 - Senior Officer,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,6,5 - Senior Officer,N,2,30 to 39,31,Germany,Europe,Europe,01-04-2016,4,0.565264956
354,Female,6 - Junior Officer,Y,,No,No,0.50,No,N,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,0,,N,,20 to 29,23,Greece,Europe,Europe,01-04-2020,0,0.011366115
355,Male,6 - Junior Officer,Y,,No,No,0.50,No,N,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,0,,N,,20 to 29,23,Italy,Europe,Europe,01-04-2020,0,0.620367657
356,Male,5 - Senior Officer,N,2,Yes,Yes,0.50,No,Y,Sales & Marketing,,4 - Manager,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,3,5 - Senior Officer,N,2,30 to 39,32,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.226266093
357,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,27,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.366710091
358,Female,5 - Senior Officer,N,3,No,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,80%,Part Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,3,5 - Senior Officer,N,2,30 to 39,33,France,Europe,Europe,01-04-2011,9,0.282690968
359,Female,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,3,5 - Senior Officer,N,3,20 to 29,28,United States,Americas,Elsewhere,01-04-2011,9,0.966094381
360,Male,5 - Senior Officer,Y,,No,No,0.50,No,N,Internal Services,,5 - Senior Officer,Internal Services,Full Time,Full Time,Even,5 - Senior Officer & Internal Services,Even,5 - Senior Officer,0,,N,,20 to 29,24,Italy,Europe,Europe,01-04-2020,0,0.678012704
361,Male,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Internal Services,,3 - Senior Manager,Internal Services,Full Time,Full Time,Uneven - Men benefit,3 - Senior Manager & Internal Services,Uneven - Men benefit,3 - Senior Manager,4,3 - Senior Manager,N,2,30 to 39,38,Switzerland,Switzerland,Switzerland,01-04-2011,9,0.079640331
362,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,5,6 - Junior Officer,N,3,20 to 29,26,United States,Americas,Elsewhere,01-04-2015,5,0.595496471
363,Male,1 - Executive,N,,No,No,0.50,No,Y,Strategy,,1 - Executive,Strategy,Full Time,Full Time,,,,,4,1 - Executive,N,3,40 to 49,45,France,Europe,Europe,01-04-2013,7,0.056925353
364,Male,5 - Senior Officer,N,4,No,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,1,6 - Junior Officer,Y,2,20 to 29,29,France,Europe,Europe,01-04-2018,2,0.064738807
365,Male,4 - Manager,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,4 - Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,4 - Manager & Sales & Marketing,Even,4 - Manager,2,4 - Manager,N,2,30 to 39,31,Switzerland,Switzerland,Switzerland,01-04-2011,9,0.409740762
366,Female,6 - Junior Officer,N,1,Yes,Yes,0.50,No,Y,Finance,,5 - Senior Officer,Finance,Full Time,Full Time,Inconclusive,6 - Junior Officer & Finance,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,30 to 39,34,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.832389116
367,Female,5 - Senior Officer,Y,,No,No,0.50,No,N,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,0,,N,,20 to 29,29,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.071283374
368,Male,5 - Senior Officer,Y,,No,No,0.50,No,N,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,0,,N,,20 to 29,29,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.880243907
369,Female,5 - Senior Officer,N,,No,No,0.50,Yes,Y,Sales & Marketing,FY20,,Sales & Marketing,Full Time,Full Time,,,,,3,5 - Senior Officer,N,3,40 to 49,45,Russia,Europe,Europe,01-04-2011,9,0.199249742
370,Female,6 - Junior Officer,N,1,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,1,6 - Junior Officer,N,,20 to 29,28,Switzerland,Switzerland,Switzerland,01-04-2019,1,0.839705959
